,"time_point","S","I","R"
"189",94.,8.48687607559061e-005,35.9421953459766,115.377719785263
"190",94.5,7.67882993946181e-005,35.5845725573273,115.735350654373
"191",95.,6.94772047774177e-005,35.2305074139592,116.089423108836
"192",95.5,6.28637151917411e-005,34.8799645903204,116.439972545964
"193",96.,5.68814451350082e-005,34.5329091018769,116.787034016678
"194",96.5,5.14693853146224e-005,34.1893063051125,117.130642225502
"195",97.,4.65718791151954e-005,33.8491218973949,117.470831530726
"196",97.5,4.21376784132881e-005,33.5123219083297,117.807635953992
"197",98.,3.81240028701533e-005,33.1788727139614,118.141089162036
"198",98.5,3.44928026045959e-005,32.8487410213312,118.471224485866
"199",99.,3.12085705062666e-005,32.5218938577886,118.798074933641
"200",99.5,2.82383422356611e-005,32.1982985709914,119.121673190666
"201",100.,2.55516962241212e-005,31.8779228289055,119.442051619398
