,"time_point","S","I","R"
"47",23.,58.0000635103412,36.7936043417134,5.20633214794532
"48",23.5,55.7319837885129,38.6843065416327,5.58370966985446
"49",24.,53.4361779237447,40.5837755355948,5.98004654066055
"50",24.5,51.1219915886413,42.4826252622279,6.39538314913086
"51",25.,48.7990929983466,44.3712419540405,6.82966504761298
"52",25.5,46.4773094789154,46.2399489352867,7.28274158579794
"53",26.,44.1665311958891,48.0791035590864,7.75436524502457
"54",26.5,41.8765328643253,49.8792738900444,8.24419324563036
"55",27.,39.6167355347018,51.6314734313516,8.75179103394663
"56",27.5,37.3961263793402,53.3272388486313,9.27663477202854
"57",28.,35.2231275777523,54.9587517227272,9.81812069952059
"58",28.5,33.1054250590106,56.5190027781089,10.3755721628805
"59",29.,31.0498920062719,58.0018646049608,10.9482433887673
"60",29.5,29.0625398321994,59.4021272039791,11.5353329638215
"61",30.,27.1484522198825,60.7155524967619,12.1359952833556
"62",30.5,25.3117520151962,61.9389031480831,12.7493448367206
"63",31.,23.5556171848523,63.0699174491006,13.3744653660471
"64",31.5,21.8822961079262,64.1072755418447,14.0104283502291
"65",32.,20.2931708911666,65.0505321030173,14.6562970058161
"66",32.5,18.7887829031012,65.9000886237855,15.3111284731134
"67",33.,17.3689086306628,66.6571012593778,15.9739901099594
"68",33.5,16.0326540934517,67.3233784129994,16.643967493549
"69",34.,14.778528874852,67.9013074357721,17.320163689376
"70",34.5,13.6045160228438,68.3937753067917,18.0017086703645
"71",35.,12.5081779413533,68.8040569056587,18.687765152988
"72",35.5,11.4867236706607,69.1357484132116,19.3775279161276
"73",36.,10.537088311062,69.3926809573146,20.0702307316234
"74",36.5,9.65600945196045,69.5788448731876,20.7651456748519
"75",37.,8.84008228576192,69.6983324205418,21.4615852936962
"76",37.5,8.08582704656458,69.7552691405539,22.1589038128816
"77",38.,7.38973045556278,69.7537736657556,22.8564958786817
"78",38.5,6.74829599905016,69.697905988101,23.5537980128488
"79",39.,6.15807433055409,69.5916396688154,24.2502860006305
"80",39.5,5.61569780604566,69.4388265781604,24.945475615794
"81",40.,5.11790038034553,69.2431798616869,25.6389197579676
"82",40.5,4.66153928707633,69.0082524577801,26.3302082551436
"83",41.,4.2436061762588,68.7374286649024,27.0189651588388
"84",41.5,3.86123877895392,68.4339133757047,27.7048478453414
"85",42.,3.51172522558572,68.1007302327636,28.3875445416506
"86",42.5,3.19250841153767,67.7407185688544,29.0667730196079
"87",43.,2.90118533073517,67.3565363172338,29.742278352031
"88",43.5,2.63550653499263,66.9506620223496,30.4138314426577
"89",44.,2.39337194642459,66.5254010762307,31.0812269773447
"90",44.5,2.17282738634252,66.082890641958,31.7442819716995
"91",45.,1.97205804744523,65.6251080625629,32.4028338899918
"92",45.5,1.78938352245011,65.153877165943,33.0567393116069
"93",46.,1.62324990976887,64.6708778778237,33.7058722124074
"94",46.5,1.47222427627263,64.1776529340795,34.3501227896478
"95",47.,1.33498617586112,63.6756179128212,34.9893959113177
"96",47.5,1.21032209597446,63.1660678012474,35.6236101027781
